language,polarity,rating,source,text,time,wordsCount,details
en,10,0,Foursquare,The best place to sit is next to the boats!,2011-11-16,10,http://tour-pedia.org/api/getReviewDetails?id=52a74cd0ae9eef5a5067f471
en,5,0,Foursquare,"Maybe stunning location but selecting ""suiting"" customers on weekends! Door politics in a Cafe? No way! Stay clear!",2012-02-23,18,http://tour-pedia.org/api/getReviewDetails?id=52a74cd0ae9eef5a5067f472
en,8,0,Foursquare,The best location in Berlin for a lazy breakfast in an idyllic setting.,2012-04-14,13,http://tour-pedia.org/api/getReviewDetails?id=52a74cd0ae9eef5a5067f474
en,10,0,Foursquare,Best Pizza in the World. Absolutely perfect,2012-05-18,7,http://tour-pedia.org/api/getReviewDetails?id=52a74cd0ae9eef5a5067f475
en,10,0,Foursquare,view/food/people.. all nice =),2012-05-23,5,http://tour-pedia.org/api/getReviewDetails?id=52a74cd0ae9eef5a5067f476
en,10,0,Foursquare,best of berlin! i'll come back again!,2012-05-24,7,http://tour-pedia.org/api/getReviewDetails?id=52a74cd0ae9eef5a5067f477
en,10,0,Foursquare,"A gorgeous forest retreat in the middle of the city, by the side of a glittering whimsical lake, with gliding ducks and drifting rowboats. On the shore, under a canopy of leafy trees, the ambiance...",2012-05-31,35,http://tour-pedia.org/api/getReviewDetails?id=52a74cd0ae9eef5a5067f47a
en,10,0,Foursquare,"lovely place, shitty food",2012-06-21,4,http://tour-pedia.org/api/getReviewDetails?id=52a74cd0ae9eef5a5067f47b
en,5,0,Foursquare,Check out their Pizza bianca Lachs (salmon)!,2012-06-23,7,http://tour-pedia.org/api/getReviewDetails?id=52a74cd0ae9eef5a5067f47c
en,10,0,Foursquare,One of the best places in Berlin,2012-08-06,7,http://tour-pedia.org/api/getReviewDetails?id=52a74cd0ae9eef5a5067f47d
en,8,0,Foursquare,"Nice place, but you have to be lucky about the waiter. Some are nice some not",2013-02-17,16,http://tour-pedia.org/api/getReviewDetails?id=52a74cd0ae9eef5a5067f482
en,1,0,Foursquare,"Very nice destination for a Sunday walk. Place is beautiful if you don't mind waiting for ever and being charges by the wait. Quite frankly, this is ridiculous an turns out to be silly expensive.",2013-04-14,35,http://tour-pedia.org/api/getReviewDetails?id=52a74cd0ae9eef5a5067f484
en,5,0,Foursquare,"This is my favourite beergarten. Always stacked, always pumping the engines like a diesel. In the middle of the park.",2013-05-17,20,http://tour-pedia.org/api/getReviewDetails?id=52a74cd0ae9eef5a5067f485
en,8,0,Foursquare,"Lovely setting, but the staff were totally weird and didn't seem at all interested in getting us seated or taking our orders. They all pretty much ignored us and just referred us to someone else.",2013-06-03,35,http://tour-pedia.org/api/getReviewDetails?id=52a74cd0ae9eef5a5067f488
en,0,0,Foursquare,"The unfriendly woman at the door will tell you that it's full even if it's not. If you don't want to beg her to accept your money an give u a table, go somewhere else. Snobbish shit.",2013-06-09,37,http://tour-pedia.org/api/getReviewDetails?id=52a74cd0ae9eef5a5067f48b
en,10,0,Foursquare,Try the pizzas they are great!,2013-07-14,6,http://tour-pedia.org/api/getReviewDetails?id=52a74cd0ae9eef5a5067f48f
en,8,0,Foursquare,"From my point of view the best beer garden around. Huge trees spending shadow, cool breeze blowing from the lake and finaly friendly and professional stuff serving cool drinks and nice food.",2013-07-21,32,http://tour-pedia.org/api/getReviewDetails?id=52a74cd0ae9eef5a5067f494
en,0,0,Foursquare,"The location is quite nice, but most of the personnel gives a **** about the customers, they do a terrible job!",2013-07-27,20,http://tour-pedia.org/api/getReviewDetails?id=52a74cd0ae9eef5a5067f496
en,5,0,Foursquare,credit card only accepted in the restaurant not in the beer garden,2013-08-04,12,http://tour-pedia.org/api/getReviewDetails?id=52a74cd0ae9eef5a5067f498
en,5,0,Foursquare,Try the beer,2013-08-10,3,http://tour-pedia.org/api/getReviewDetails?id=52a74cd0ae9eef5a5067f499
en,5,0,Foursquare,Pretty pricey but beautiful. Service awfully slow. You do not get what you pay for,2013-09-15,15,http://tour-pedia.org/api/getReviewDetails?id=52a74cd0ae9eef5a5067f49b
en,10,0,Foursquare,Get the Backfisch (fried fish sandwich) im Bröt. Real good and fresh!,2013-07-14,13,http://tour-pedia.org/api/getReviewDetails?id=52a74cd0ae9eef5a5067f49f
en,5,0,Foursquare,"Good & Cheap eat, looking over Spree River.",2010-07-22,7,http://tour-pedia.org/api/getReviewDetails?id=52a74cd0ae9eef5a5067f4ac
en,10,0,Foursquare,Lol...spree river. Or is it the Danube? Great tourist bullsh...,2010-07-25,11,http://tour-pedia.org/api/getReviewDetails?id=52a74cd0ae9eef5a5067f4ad
en,5,0,Foursquare,The mexican breakfast is yum!!!,2010-08-09,5,http://tour-pedia.org/api/getReviewDetails?id=52a74cd0ae9eef5a5067f4ae
en,10,0,Foursquare,"Not quite the Spree, but the lovely Landwehrkanal nonetheless...",2010-12-08,9,http://tour-pedia.org/api/getReviewDetails?id=52a74cd0ae9eef5a5067f4af
en,10,0,Foursquare,"Welcome to Williamsburg, Brooklyn NY",2011-06-18,5,http://tour-pedia.org/api/getReviewDetails?id=52a74cd0ae9eef5a5067f4b0
en,10,0,Foursquare,Try the river terrace on a sunny afternoon.,2011-06-20,8,http://tour-pedia.org/api/getReviewDetails?id=52a74cd0ae9eef5a5067f4b1
en,10,0,Foursquare,Solid breakfast at a reasonable price,2011-10-28,6,http://tour-pedia.org/api/getReviewDetails?id=52a74cd0ae9eef5a5067f4b3
en,10,0,Foursquare,"Very cool boat with the best juke box collection ever, and good parties on Thursday evenings. Families can go there by day.",2011-10-28,22,http://tour-pedia.org/api/getReviewDetails?id=52a74cd0ae9eef5a5067f4b4
en,10,0,Foursquare,"Breakfast for two is a lot, but a perfect German brunch.",2012-01-07,11,http://tour-pedia.org/api/getReviewDetails?id=52a74cd0ae9eef5a5067f4b6
en,10,0,Foursquare,A kreuzberg staple! The French toast is top and they serve bio eier! Like a diner on the water:),2012-02-21,19,http://tour-pedia.org/api/getReviewDetails?id=52a74cd0ae9eef5a5067f4b7
en,5,0,Foursquare,Try the Full English Breakfast (via @Foodspotting),2012-02-26,7,http://tour-pedia.org/api/getReviewDetails?id=52a74cd0ae9eef5a5067f4b8
en,10,0,Foursquare,Love the Spree panorama.,2012-03-16,4,http://tour-pedia.org/api/getReviewDetails?id=52a74cd0ae9eef5a5067f4b9
en,5,0,Foursquare,The Mexican breakfast is tasty.,2012-03-25,5,http://tour-pedia.org/api/getReviewDetails?id=52a74cd0ae9eef5a5067f4ba
en,10,0,Foursquare,Best jukebox in Berlin (possibly the world?),2012-04-29,7,http://tour-pedia.org/api/getReviewDetails?id=52a74cd0ae9eef5a5067f4bb
en,10,0,Foursquare,good mojitos and a great place to spend the late afternoon,2012-05-28,11,http://tour-pedia.org/api/getReviewDetails?id=52a74cd0ae9eef5a5067f4bd
en,0,0,Foursquare,Go to the juke box spend a dime and choose Fever Ray's track Coconut to freak the staff and tourists out.,2012-07-03,21,http://tour-pedia.org/api/getReviewDetails?id=52a74cd0ae9eef5a5067f4be
en,10,0,Foursquare,after stroll along turkish market take a break with marvelous sight - bridges across the Landwehr Canal to imposant houses at the bank - feel almost like staying on a ship in midst of enjoyable people,2013-04-16,36,http://tour-pedia.org/api/getReviewDetails?id=52a74cd0ae9eef5a5067f4c4
en,10,0,Foursquare,"Love the pancakes and they have an amazing jukebox , pick and choose",2013-05-08,12,http://tour-pedia.org/api/getReviewDetails?id=52a74cd0ae9eef5a5067f4c5
en,10,0,Foursquare,Always a great pleasure...,2013-05-09,4,http://tour-pedia.org/api/getReviewDetails?id=52a74cd0ae9eef5a5067f4c6
en,5,0,Foursquare,DO NOT spot yourself as the tourist! The water floating by is the Landwehrkanal NOT the Spree ;-),2013-05-09,18,http://tour-pedia.org/api/getReviewDetails?id=52a74cd0ae9eef5a5067f4c7
en,0,0,Foursquare,Walk through to the other side of the bar and grab a table on the canal front.,2013-06-27,17,http://tour-pedia.org/api/getReviewDetails?id=52a74cd0ae9eef5a5067f4c8
en,5,0,Foursquare,Very cool.,2013-07-02,2,http://tour-pedia.org/api/getReviewDetails?id=52a74cd0ae9eef5a5067f4c9
en,2,0,Foursquare,Beware: the coffee is super strong. You might not survive it!,2013-08-11,11,http://tour-pedia.org/api/getReviewDetails?id=52a74cd0ae9eef5a5067f4cb
en,10,0,Foursquare,Great low profile place to have breakfast by the canal in the middle of Kreuzberg. Delicious cheese plate!,2013-09-01,18,http://tour-pedia.org/api/getReviewDetails?id=52a74cd0ae9eef5a5067f4cc
en,10,0,Foursquare,The sun is great on the tables out front,2013-09-05,9,http://tour-pedia.org/api/getReviewDetails?id=52a74cd0ae9eef5a5067f4cd
en,10,0,Foursquare,"Wow! If you go here at night and if it is the first time, maybe you can't realise that here is near spree!! :D",2013-09-22,24,http://tour-pedia.org/api/getReviewDetails?id=52a74cd0ae9eef5a5067f4ce
en,10,0,Foursquare,Love the chilli burgers!,2013-10-13,4,http://tour-pedia.org/api/getReviewDetails?id=52a74cd0ae9eef5a5067f4cf
en,8,0,Foursquare,"A neighbourhood classic that will never become out of date - or too hyped for that matter. Its shabby maritime flair evokes a feeling of sailing, piracy or at least the seaside.",2013-10-16,32,http://tour-pedia.org/api/getReviewDetails?id=52a74cd0ae9eef5a5067f4d0
en,10,0,Foursquare,"Try the jukebox, they have a very nice music collection!",2013-10-20,10,http://tour-pedia.org/api/getReviewDetails?id=52a74cd0ae9eef5a5067f4d1
en,10,0,Foursquare,"Very nice brewery, local place for local people.",2012-04-06,8,http://tour-pedia.org/api/getReviewDetails?id=52a74cd0ae9eef5a5067f4e8
en,10,0,Foursquare,Free wifi.,2012-06-05,2,http://tour-pedia.org/api/getReviewDetails?id=52a74cd0ae9eef5a5067f4ea
en,10,0,Foursquare,"Ok food, ok beer, shitty service with snob-like waiters.",2013-01-04,9,http://tour-pedia.org/api/getReviewDetails?id=52a74cd0ae9eef5a5067f4eb
en,5,0,Foursquare,Don't tell anyone about it!,2010-08-08,5,http://tour-pedia.org/api/getReviewDetails?id=52a74cd0ae9eef5a5067f50b
en,10,0,Foursquare,Great place !,2011-03-10,2,http://tour-pedia.org/api/getReviewDetails?id=52a74cd0ae9eef5a5067f50c
en,5,0,Foursquare,Irish breakfast ftw!,2011-05-29,3,http://tour-pedia.org/api/getReviewDetails?id=52a74cd0ae9eef5a5067f50e
en,5,0,Foursquare,First time I have ordered a second cup of coffee in Berlin #goodcoffee,2011-06-03,13,http://tour-pedia.org/api/getReviewDetails?id=52a74cd0ae9eef5a5067f50f
en,10,0,Foursquare,English breakfast :3 The Best!,2011-07-02,4,http://tour-pedia.org/api/getReviewDetails?id=52a74cd0ae9eef5a5067f510
en,5,0,Foursquare,Irish Breakfast - Deadly!,2011-08-15,4,http://tour-pedia.org/api/getReviewDetails?id=52a74cd0ae9eef5a5067f511
en,10,0,Foursquare,the best breakfast place in mitte,2011-11-19,6,http://tour-pedia.org/api/getReviewDetails?id=52a74cd0ae9eef5a5067f512
en,5,0,Foursquare,Eat the Irish Breakfast and sit on the big couches at the back of the restaurant!,2012-02-15,16,http://tour-pedia.org/api/getReviewDetails?id=52a74cd0ae9eef5a5067f513
en,5,0,Foursquare,A bit disappointed because they reduced the breakfast menu selection. But still a nice breakfast place.,2012-03-03,16,http://tour-pedia.org/api/getReviewDetails?id=52a74cd0ae9eef5a5067f514
en,10,0,Foursquare,Great music!!,2012-05-06,2,http://tour-pedia.org/api/getReviewDetails?id=52a74cd0ae9eef5a5067f515
en,5,0,Foursquare,"The goat cheese salad was DELICIOUS!!! And the decor is fun, too :-)",2012-05-06,13,http://tour-pedia.org/api/getReviewDetails?id=52a74cd0ae9eef5a5067f516
en,10,0,Foursquare,the beef steak is great!,2012-07-09,5,http://tour-pedia.org/api/getReviewDetails?id=52a74cd0ae9eef5a5067f517
en,10,0,Foursquare,Milkshake coconut banana is very good!,2012-07-19,6,http://tour-pedia.org/api/getReviewDetails?id=52a74cd0ae9eef5a5067f518
en,5,0,Foursquare,Great coffee and the menu has an English translation at the back! :),2012-12-04,12,http://tour-pedia.org/api/getReviewDetails?id=52a74cd0ae9eef5a5067f51b
en,5,0,Foursquare,"Nice place, neither cool nor trendy, just laid back and quite cozy. BUT: Do not sit near the bar during breakfast time. The awful noise of the cheap electric household juicer will kill any pleasure.",2013-03-06,35,http://tour-pedia.org/api/getReviewDetails?id=52a74cd0ae9eef5a5067f51c
en,0,0,Foursquare,"Hrmm. They changed the breakfast for two: no more fruit or boiled eggs or homemade soy spread, and instead lots more meat. That’s a bit sad.",2013-03-09,27,http://tour-pedia.org/api/getReviewDetails?id=52a74cd0ae9eef5a5067f51d
en,0,0,Foursquare,"Also now missing from the breakfast for two: quark, blue cheese, olives.",2013-03-09,12,http://tour-pedia.org/api/getReviewDetails?id=52a74cd0ae9eef5a5067f51e
en,10,0,Foursquare,"Good coffe, yummmeeey nachos and brilliant staff.",2013-05-27,7,http://tour-pedia.org/api/getReviewDetails?id=52a74cd0ae9eef5a5067f51f
en,10,0,Foursquare,If you like hot food: Order Chilliknoblauch and a Räuberspieß - put the oil from the Chilliknoblauch over the Räuberspieß! Nice,2010-04-16,23,http://tour-pedia.org/api/getReviewDetails?id=52a74cd0ae9eef5a5067f54a
en,5,0,Foursquare,"Go for the chicken with 40 garlic cloves - but only, if you don't have to leave your house next day.",2010-08-09,20,http://tour-pedia.org/api/getReviewDetails?id=52a74cd0ae9eef5a5067f54b
en,5,0,Foursquare,For Gin Tonic Lovers,2010-05-11,4,http://tour-pedia.org/api/getReviewDetails?id=52a74cd1ae9eef5a5067f56c
en,10,0,Foursquare,Posh looking cocktail place like the best ones are. You can probably order anything off the list and get it made to perfection. Best place to try out new stuff (for me: the Malcolm Lowry).,2011-03-01,35,http://tour-pedia.org/api/getReviewDetails?id=52a74cd1ae9eef5a5067f56f
en,5,0,Foursquare,Try the Ginger Devil,2011-10-28,4,http://tour-pedia.org/api/getReviewDetails?id=52a74cd1ae9eef5a5067f570
en,2,0,Foursquare,"Tasty drinks, but slow as hell. Easily 15 to 20 minutes for drinks to arrive",2012-02-15,13,http://tour-pedia.org/api/getReviewDetails?id=52a74cd1ae9eef5a5067f571
en,5,0,Foursquare,"If you are looking for a real cocktail experience, you need to check it out. Expect good quality and more fanciness than in other bars in the area. BTW the name comes from ""El Ángel Exterminador"" film",2012-02-17,37,http://tour-pedia.org/api/getReviewDetails?id=52a74cd1ae9eef5a5067f572
en,10,0,Foursquare,"Often packed, but one of the best bars in Berlin.",2012-04-21,10,http://tour-pedia.org/api/getReviewDetails?id=52a74cd1ae9eef5a5067f573
en,5,0,Foursquare,One of the best bars in Berlin!! :) love it!,2012-05-20,9,http://tour-pedia.org/api/getReviewDetails?id=52a74cd1ae9eef5a5067f574
en,10,0,Foursquare,Great bar with good cocktails and nice people..,2012-11-07,8,http://tour-pedia.org/api/getReviewDetails?id=52a74cd1ae9eef5a5067f576
en,5,0,Foursquare,Try the Haselnussschnaps,2013-01-11,3,http://tour-pedia.org/api/getReviewDetails?id=52a74cd1ae9eef5a5067f578
en,5,0,Foursquare,can get a little crowded at times. casual drinking with attentive staff/bartenders. they know what they are doing.,2013-02-01,19,http://tour-pedia.org/api/getReviewDetails?id=52a74cd1ae9eef5a5067f579
en,5,0,Foursquare,Ridiculously bad and slow service but good drinks. Drink at the bar so you don't need the waiters.,2013-04-12,18,http://tour-pedia.org/api/getReviewDetails?id=52a74cd1ae9eef5a5067f57c
en,5,0,Foursquare,Some very strong Old Fashioned,2013-05-04,5,http://tour-pedia.org/api/getReviewDetails?id=52a74cd1ae9eef5a5067f57d
en,10,0,Foursquare,The Basilicum Gimlet is great.,2013-09-29,5,http://tour-pedia.org/api/getReviewDetails?id=52a74cd1ae9eef5a5067f582
en,5,0,Foursquare,Talk and drink and put away your gadgets!,2012-02-20,8,http://tour-pedia.org/api/getReviewDetails?id=52a74cd1ae9eef5a5067f5a3
en,10,0,Foursquare,Free wifi!,2010-05-18,2,http://tour-pedia.org/api/getReviewDetails?id=52a74cd1ae9eef5a5067f5b9
en,10,0,Foursquare,Great Sunday breakfast. All u can eat!!!,2010-05-31,7,http://tour-pedia.org/api/getReviewDetails?id=52a74cd1ae9eef5a5067f5ba
en,10,0,Foursquare,exellent brunch !!! lors od people if your lookibg for a quiet place that might not be the right place for you,2010-08-29,21,http://tour-pedia.org/api/getReviewDetails?id=52a74cd1ae9eef5a5067f5bb
en,10,0,Foursquare,Relaxed place :-),2011-01-03,3,http://tour-pedia.org/api/getReviewDetails?id=52a74cd1ae9eef5a5067f5bc
en,5,0,Foursquare,check the Weekend brunch!,2011-03-29,4,http://tour-pedia.org/api/getReviewDetails?id=52a74cd1ae9eef5a5067f5bd
en,5,0,Foursquare,Great carrot-ingver soup,2011-12-24,3,http://tour-pedia.org/api/getReviewDetails?id=52a74cd1ae9eef5a5067f5c0
en,5,0,Foursquare,wi-fi network: Morgenland wi-fi password: morgenland - via 4sqwifi.com,2012-03-10,10,http://tour-pedia.org/api/getReviewDetails?id=52a74cd1ae9eef5a5067f5c1
en,10,0,Foursquare,"Cafe au lait is like soap water, in flavor and texture.",2012-03-25,11,http://tour-pedia.org/api/getReviewDetails?id=52a74cd1ae9eef5a5067f5c3
en,5,0,Foursquare,Awesome place. Try to become the mayor here for VIP treatment.,2012-04-07,11,http://tour-pedia.org/api/getReviewDetails?id=52a74cd1ae9eef5a5067f5c4
en,5,0,Foursquare,Go for White Russian. Be devoted. Become the Mayor. (True story),2012-04-07,11,http://tour-pedia.org/api/getReviewDetails?id=52a74cd1ae9eef5a5067f5c5
en,10,0,Foursquare,Very famous breakfast,2012-04-09,3,http://tour-pedia.org/api/getReviewDetails?id=52a74cd1ae9eef5a5067f5c6
en,10,0,Foursquare,I had to send back my Morgenland burger. Straight out of the microwave. Awful.,2012-05-26,14,http://tour-pedia.org/api/getReviewDetails?id=52a74cd1ae9eef5a5067f5c7
en,8,0,Foursquare,"help yourself brunch w/high variety, great spot for the weekend",2012-05-26,11,http://tour-pedia.org/api/getReviewDetails?id=52a74cd1ae9eef5a5067f5c8
en,10,0,Foursquare,Best Brunch EVER. Réservation is advised on sunday AND saturday,2013-03-09,11,http://tour-pedia.org/api/getReviewDetails?id=52a74cd1ae9eef5a5067f5cd
